-0.10,-0.14,1.46
-0.18,-0.10,1.35
-0.23,-0.13,1.35
-0.35,-0.15,1.38
-0.38,-0.21,1.32
-0.34,-0.22,1.25
-0.32,-0.19,1.14
-0.32,-0.15,1.10
-0.31,-0.10,1.09
-0.26,0.05,1.08
-0.21,0.14,1.04
-0.11,0.21,0.85
-0.09,0.24,0.62
-0.12,0.23,0.47
-0.19,0.29,0.24
-0.13,0.37,0.29
0.06,0.31,0.38
0.14,0.27,0.45
0.19,0.28,0.48
0.27,0.28,0.41
0.25,0.24,0.39
0.21,0.19,0.55
0.22,0.21,0.63
0.22,0.22,0.61
0.20,0.19,0.58
0.17,0.07,0.70
0.16,-0.00,0.79
0.11,-0.09,0.98
0.16,-0.08,1.14
0.20,-0.05,1.18
0.13,-0.06,1.15
-0.06,-0.08,1.16
-0.11,-0.08,1.18
-0.11,-0.08,1.17
-0.08,-0.07,1.13
-0.08,-0.08,1.11
-0.11,-0.08,1.09
-0.16,-0.09,1.03
-0.15,-0.05,1.00
-0.14,-0.03,0.98
-0.13,-0.02,0.96
-0.10,0.00,1.00
-0.10,0.01,1.01
-0.09,0.00,1.01
-0.09,0.00,1.03
-0.10,0.01,1.01
-0.09,0.01,1.00
-0.06,0.03,1.02
-0.05,0.04,1.01
-0.07,0.02,0.98
-0.08,0.03,0.99
-0.06,0.02,0.99
-0.05,0.03,1.01
-0.07,0.02,1.01
-0.10,0.02,0.99
-0.08,0.04,1.00
-0.03,0.06,0.99
-0.03,0.04,1.01
-0.03,0.03,1.03
-0.04,0.05,1.02
-0.05,0.05,1.01
-0.05,0.05,0.98
-0.02,0.06,0.98
-0.01,0.06,0.99
-0.01,0.05,1.00
-0.02,0.04,1.00
-0.03,0.04,1.02
-0.04,0.05,0.98
-0.04,0.05,0.98
-0.07,0.06,0.99
-0.12,0.03,0.95
-0.10,0.00,1.00
-0.08,-0.01,1.05
-0.05,-0.00,1.08
-0.02,0.03,1.04
-0.01,0.04,1.03
-0.06,0.02,1.02
-0.09,0.00,1.00
-0.10,0.01,0.97
-0.06,0.03,1.02
-0.05,0.02,1.03
-0.06,0.02,1.02
-0.05,0.03,1.02
-0.05,0.04,1.00
-0.08,0.03,0.99
-0.10,0.02,0.99
-0.10,0.03,0.99
-0.07,0.04,1.01
-0.05,0.04,1.04
-0.02,0.04,1.04
-0.01,0.04,1.01
-0.01,0.04,1.01
-0.05,0.03,1.00
-0.06,0.03,0.99
-0.06,0.04,1.00
-0.04,0.04,1.01
-0.03,0.05,1.02
-0.02,0.05,1.02
-0.03,0.05,1.00
-0.04,0.06,1.00
-0.04,0.06,1.01
-0.05,0.05,0.99
-0.04,0.06,0.97
-0.04,0.06,0.98
-0.04,0.05,0.96
-0.04,0.03,0.91
-0.04,0.04,0.88
-0.05,0.04,0.87
-0.09,-0.02,0.88
-0.07,-0.02,0.86
0.04,0.06,0.72
0.02,0.04,0.64
-0.02,-0.00,0.63
-0.02,-0.01,0.63
0.02,0.01,0.61
0.08,0.06,0.63
0.05,-0.06,0.54
0.04,-0.06,0.48
0.03,-0.05,0.51
0.06,-0.10,0.57
0.18,-0.11,0.74
0.22,-0.09,0.69
0.14,-0.13,0.57
-0.09,-0.18,0.60
-0.16,-0.16,0.94
-0.21,-0.15,1.04
-0.29,-0.14,1.09
-0.27,-0.09,1.24
-0.20,-0.03,1.47
-0.20,0.59,2.02
-0.25,0.83,2.65
-0.25,0.22,3.03
-0.31,-0.17,1.80
-0.29,-0.19,1.43
-0.02,-0.09,0.91
0.00,-0.02,0.62
0.01,-0.02,0.64
-0.00,-0.09,0.72
0.03,-0.07,0.84
0.07,-0.07,0.90
0.15,-0.16,1.04
-0.11,-0.16,1.37
-0.19,-0.22,1.36
-0.15,-0.20,1.13
-0.02,-0.05,0.96
-0.01,-0.03,0.88
-0.00,-0.01,0.83
0.02,-0.01,0.93
-0.03,-0.06,1.00
-0.05,-0.10,1.02
-0.07,-0.15,1.09
