0.04,-0.19,0.99
0.05,-0.19,0.98
0.05,-0.19,0.98
0.04,-0.19,0.99
0.03,-0.18,1.00
0.03,-0.18,0.99
0.03,-0.19,0.99
0.04,-0.19,1.00
0.04,-0.18,1.00
0.04,-0.19,0.99
0.04,-0.19,0.99
0.03,-0.19,0.99
0.03,-0.18,0.99
0.03,-0.18,0.99
0.03,-0.19,0.99
0.03,-0.18,0.99
0.03,-0.18,1.00
0.03,-0.18,1.00
0.02,-0.19,1.01
0.02,-0.19,0.99
0.02,-0.19,0.99
0.03,-0.20,0.99
0.05,-0.19,1.00
0.07,-0.18,1.00
0.07,-0.18,1.00
0.07,-0.19,1.00
0.05,-0.20,1.00
0.03,-0.20,0.99
0.03,-0.20,0.99
0.03,-0.20,0.99
0.03,-0.19,0.99
0.03,-0.19,0.99
0.03,-0.18,0.99
0.03,-0.18,1.00
0.04,-0.18,1.00
0.05,-0.18,1.00
0.05,-0.19,1.00
0.05,-0.20,0.99
0.05,-0.20,0.99
0.04,-0.20,0.99
0.03,-0.20,1.00
0.03,-0.20,1.00
0.03,-0.20,1.00
0.03,-0.20,1.00
0.04,-0.19,1.00
0.04,-0.19,0.99
0.04,-0.19,0.99
0.04,-0.18,0.99
0.04,-0.18,0.99
0.03,-0.18,0.99
0.03,-0.18,1.00
0.05,-0.18,0.99
0.06,-0.18,1.00
0.05,-0.18,1.01
0.05,-0.18,0.99
0.04,-0.19,0.98
0.04,-0.19,0.98
0.03,-0.19,0.98
0.04,-0.18,1.00
0.05,-0.18,1.00
0.05,-0.18,1.01
0.05,-0.18,1.01
0.04,-0.19,1.00
0.04,-0.19,0.99
0.04,-0.19,0.98
0.04,-0.18,0.99
0.04,-0.18,0.99
0.04,-0.18,1.00
0.04,-0.19,0.99
0.03,-0.19,1.00
0.03,-0.19,1.00
0.04,-0.19,1.00
0.04,-0.19,1.00
0.04,-0.19,1.00
0.04,-0.19,1.00
0.05,-0.19,0.99
0.04,-0.19,0.99
0.04,-0.19,1.00
0.04,-0.19,1.00
0.04,-0.19,1.00
0.04,-0.19,1.00
0.04,-0.19,1.00
0.04,-0.18,0.99
0.04,-0.18,0.99
0.04,-0.19,0.99
0.04,-0.19,0.99
0.05,-0.19,0.99
0.05,-0.19,1.00
0.05,-0.19,1.00
0.04,-0.19,1.00
0.04,-0.18,1.00
0.04,-0.18,1.00
0.03,-0.19,0.99
0.04,-0.19,0.99
0.04,-0.19,0.99
0.04,-0.19,1.00
0.04,-0.18,1.00
0.04,-0.18,1.00
0.04,-0.19,0.99
0.04,-0.19,0.99
0.04,-0.19,0.99
0.04,-0.19,0.99
0.04,-0.19,1.00
0.04,-0.18,1.00
0.04,-0.18,1.00
0.04,-0.19,0.99
0.04,-0.19,0.99
0.04,-0.19,0.99
0.04,-0.19,0.99
0.04,-0.19,0.99
0.04,-0.19,1.00
0.04,-0.19,1.00
0.04,-0.18,0.99
0.04,-0.18,0.99
0.04,-0.19,0.99
0.03,-0.19,1.00
0.04,-0.19,1.00
0.04,-0.19,1.00
0.04,-0.19,1.00
0.04,-0.19,0.99
0.04,-0.19,0.99
0.04,-0.19,0.99
0.04,-0.19,0.99
0.04,-0.19,0.99
0.04,-0.18,1.00
0.04,-0.19,1.00
0.04,-0.18,1.00
0.04,-0.18,0.99
0.04,-0.19,0.99
0.03,-0.19,0.99
0.03,-0.19,1.00
0.04,-0.19,1.00
